id,first_name,gender,birthday,Age,abonoment_type,visit_per_week,days_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,personal_training,name_personal_trainer,marketing_channel,membership_duration_months,total_spend_amount,distance_from_gym_km,attend_special_events,monthly_visit_count,customer_satisfaction_rating,primary_fitness_goal,referral_member,visit_satisfaction_interaction,spend_duration_interaction,visit_distance_ratio,spend_per_visit
230,Alanson,Male,00:00.0,22,Standard,3,"Fri, Sat, Sun",True,"Yoga, Zumba, BodyBalance",16:31:00,17:24:00,91.06618943717493,False,,Flyer,17,1299.61,2.84,False,18,7.5,Wellness,False,135.0,22093.37,6.3157894736842115,72.16046640755135
231,Onofredo,Male,00:00.0,37,Standard,3,"Fri, Mon, Tue",False,,17:53:00,20:36:00,89.0702519834336,False,,Social Media,26,471.27,5.68,True,18,7.9,Wellness,False,142.20000000000002,12253.02,3.163444639718805,26.16712937257079
232,Bennett,Male,00:00.0,39,Standard,5,"Fri, Mon, Sun, Thu, Wed",True,"XCore, Spinning",15:16:00,16:52:00,84.87773971440778,True,Mike,Email,21,1258.2,0.84,True,14,9.7,General Health,False,135.79999999999998,26422.2,16.47058823529412,89.80728051391863
233,Jennilee,Female,00:00.0,14,Premium,3,"Fri, Tue, Wed",False,,8:34:00,9:39:00,93.13190761332739,False,,Flyer,28,1317.89,6.22,False,18,9.3,Wellness,False,167.4,36900.920000000006,2.8892455858747996,73.17545807884508
234,Talia,Female,00:00.0,19,Standard,1,Mon,False,,20:26:00,21:32:00,71.69997880482143,False,,Flyer,46,346.45,15.58,True,15,5.9,General Health,False,88.5,15936.699999999999,0.9621552277100706,23.081279147235175
235,Teirtza,Female,00:00.0,27,Standard,4,"Fri, Mon, Sat, Sun",False,,11:49:00,14:21:00,94.76525844041772,True,Hanna,Email,2,169.63,10.6,False,15,7.2,Muscle Gain,True,108.0,339.26,1.413760603204524,11.301132578281146
236,Idell,Female,00:00.0,35,Premium,5,"Fri, Mon, Sat, Thu, Wed",True,"BodyPump, BodyBalance, XCore",15:45:00,16:25:00,57.005165008032925,False,,Social Media,43,1572.49,7.29,False,6,7.3,General Health,True,43.8,67617.07,0.8219178082191781,261.64559068219637
237,Marylou,Female,00:00.0,19,Standard,2,"Fri, Sat",True,Spinning,10:32:00,11:22:00,90.21834641148487,True,Jeffrey,Email,1,946.61,7.75,False,15,8.9,Weight Loss,False,133.5,946.61,1.9329896907216495,63.06528980679547
238,Irene,Female,00:00.0,21,Standard,5,"Fri, Sat, Sun, Thu, Tue",True,"Pilates, XCore, Running",20:15:00,21:15:00,95.35398714170617,False,,Flyer,36,163.42,0.53,False,18,8.0,Muscle Gain,False,144.0,5883.12,33.33333333333333,9.073847862298722
239,Claudius,Male,00:00.0,20,Premium,3,"Mon, Thu, Wed",True,"Zumba, BodyBalance",17:30:00,19:11:00,77.80463415180996,True,Jeffrey,Walk-In,26,1989.99,6.35,False,4,8.3,Muscle Gain,False,33.2,51739.74,0.628930817610063,496.2568578553616
240,Stanton,Male,00:00.0,19,Standard,4,"Fri, Mon, Sun, Thu",True,"Kickboxen, LesMiles",15:49:00,16:29:00,78.13387961904003,False,,Walk-In,29,162.67,13.11,False,8,10.0,General Health,True,80.0,4717.429999999999,0.6097560975609756,20.3083645443196
241,Hedwig,Female,00:00.0,42,Premium,2,"Fri, Wed",False,,11:03:00,13:05:00,77.85306300027565,True,Hanna,Referral,21,1405.32,19.5,True,15,5.4,Muscle Gain,True,81.0,29511.719999999998,0.7688364941055869,93.62558294470352
242,Godart,Male,00:00.0,18,Premium,1,Thu,False,,17:38:00,18:14:00,48.85343793248996,True,Mike,Email,11,1968.17,17.02,False,3,6.1,Wellness,True,18.299999999999997,21649.870000000003,0.17615971814445094,653.8770764119602
243,Ekaterina,Female,00:00.0,49,Standard,1,Fri,False,,13:58:00,15:32:00,81.55820303361664,True,Mike,Email,40,516.4,0.96,True,15,7.0,Weight Loss,False,105.0,20656.0,15.463917525773196,34.4037308461026
244,Sella,Female,00:00.0,16,Standard,5,"Fri, Mon, Sun, Tue, Wed",True,"Yoga, BodyPump, Running",13:50:00,15:27:00,70.3042858821297,True,Hanna,Referral,11,327.39,18.02,False,13,6.7,General Health,False,87.10000000000001,3601.29,0.7210205213533,25.164488854727132
245,Brennen,Male,00:00.0,27,Standard,1,Mon,True,"Kickboxen, HIT",12:11:00,13:16:00,58.51068242690603,True,Jeffrey,Referral,36,286.7,15.77,False,9,5.1,General Health,True,45.9,10321.199999999999,0.5703422053231939,31.820199778024417
246,Kary,Female,00:00.0,24,Standard,4,"Mon, Thu, Tue, Wed",False,,9:12:00,11:34:00,53.43527915425528,False,,Referral,39,641.39,15.72,False,2,5.5,Muscle Gain,True,11.0,25014.21,0.12714558169103624,319.09950248756223
247,Elvis,Male,00:00.0,37,Standard,4,"Fri, Mon, Sun, Thu",True,"BodyBalance, Yoga, LesMiles",18:44:00,21:02:00,78.39558574124273,False,,Flyer,40,247.04,9.43,True,8,8.4,Wellness,False,67.2,9881.6,0.8474576271186441,30.841448189762797
248,Lib,Female,00:00.0,24,Premium,1,Fri,False,,14:59:00,17:54:00,111.25535946475665,True,Mike,Email,35,1399.71,8.26,False,17,9.4,Muscle Gain,True,159.8,48989.85,2.055622732769045,82.28747795414462
249,Deloris,Female,00:00.0,28,Standard,5,"Fri, Mon, Sat, Thu, Tue",True,"Zumba, BodyPump",18:00:00,19:08:00,93.71561976695862,False,,Flyer,34,171.47,6.41,False,13,7.6,Muscle Gain,False,98.8,5829.98,2.0249221183800623,13.179861644888547
250,Peter,Male,00:00.0,18,Standard,3,"Sun, Thu, Tue",False,,13:26:00,16:24:00,52.17813017433083,False,,Referral,47,1043.37,1.78,True,1,7.7,General Health,True,7.7,49038.38999999999,0.5586592178770949,1033.0396039603959
251,Spenser,Male,00:00.0,18,Premium,2,"Mon, Sun",True,"Yoga, BodyPump, BodyBalance",8:05:00,9:20:00,57.186236766465164,False,,Email,24,1993.56,4.95,True,2,6.3,Muscle Gain,False,12.6,47845.44,0.40322580645161293,991.8208955223881
252,Margarita,Female,00:00.0,32,Premium,5,"Fri, Mon, Thu, Tue, Wed",True,"BodyBalance, Yoga",10:17:00,11:04:00,81.30418210242935,False,,Flyer,22,1637.24,5.31,True,15,8.8,Weight Loss,False,132.0,36019.28,2.8195488721804516,109.07661558960693
253,Sergio,Male,00:00.0,40,Standard,2,"Mon, Thu",True,"Yoga, Zumba, Spinning",14:33:00,16:14:00,96.87860645401554,True,Jeffrey,Flyer,5,1249.68,9.94,False,12,8.8,Muscle Gain,False,105.60000000000001,6248.400000000001,1.206030150753769,104.05328892589509
254,Alexei,Male,00:00.0,20,Standard,4,"Sat, Sun, Tue, Wed",False,,17:12:00,18:45:00,94.25361855350585,False,,Referral,33,647.19,15.08,True,14,7.9,Muscle Gain,True,110.60000000000001,21357.27,0.927766732935719,46.1948608137045
255,Michale,Male,00:00.0,21,Standard,1,Wed,True,"Kickboxen, Yoga, BodyPump",14:34:00,16:34:00,53.2938044075367,True,Mike,Email,36,1266.6,9.74,False,2,6.1,General Health,True,12.2,45597.6,0.20512820512820512,630.1492537313433
256,Andreana,Female,00:00.0,38,Standard,1,Wed,True,Pilates,17:37:00,18:28:00,86.75036031559554,True,Mike,Referral,47,1077.73,1.63,False,18,5.5,Muscle Gain,False,99.0,50653.31,10.975609756097562,59.84064408661854
257,Worth,Male,00:00.0,45,Standard,2,"Tue, Wed",True,"XCore, Yoga",8:12:00,9:55:00,46.41051257871046,False,,Email,20,880.86,19.18,False,7,5.3,Wellness,False,37.1,17617.2,0.36477331943720687,125.65763195435093
258,Bronnie,Male,00:00.0,22,Standard,2,"Fri, Sun",False,,19:49:00,21:25:00,56.36021195229618,False,,Walk-In,19,304.89,18.88,True,6,8.0,General Health,True,48.0,5792.91,0.31762837480148226,50.73044925124792
259,Muire,Female,00:00.0,17,Premium,5,"Mon, Sat, Thu, Tue, Wed",False,,10:02:00,11:31:00,94.68817031451255,True,Chantal,Social Media,35,1778.88,15.81,False,14,9.1,Muscle Gain,True,127.39999999999999,62260.8,0.8849557522123893,126.97216274089936
260,Jaquelyn,Female,00:00.0,32,Standard,5,"Mon, Sat, Sun, Tue, Wed",False,,8:20:00,10:52:00,70.58662871816833,False,,Social Media,43,927.08,19.83,False,8,9.3,Weight Loss,False,74.4,39864.44,0.40322580645161293,115.74032459425719
261,Eamon,Male,00:00.0,44,Standard,2,"Mon, Sat",False,,12:01:00,13:48:00,50.011493528036844,False,,Social Media,17,429.51,11.12,False,2,7.3,Weight Loss,False,14.6,7301.67,0.17969451931716085,213.6865671641791
262,Caritta,Female,00:00.0,47,Standard,2,"Fri, Thu",True,"Yoga, LesMiles, BodyBalance",8:39:00,9:25:00,91.32574186864312,True,Chantal,Referral,45,767.13,19.27,False,17,8.9,General Health,True,151.3,34520.85,0.8817427385892116,45.09876543209876
263,Star,Female,00:00.0,43,Standard,1,Tue,False,,8:17:00,10:01:00,73.86829914929746,True,Jeffrey,Walk-In,43,857.55,1.97,False,5,9.7,General Health,True,48.5,36874.65,2.525252525252525,171.16766467065867
264,Padraig,Male,00:00.0,48,Premium,5,"Mon, Sun, Thu, Tue, Wed",False,,15:42:00,16:38:00,80.09386465701624,True,Hanna,Email,34,1663.7,7.63,False,14,6.4,Muscle Gain,False,89.60000000000001,56565.8,1.8324607329842932,118.75089221984297
265,Reina,Female,00:00.0,32,Premium,5,"Fri, Mon, Sat, Tue, Wed",False,,19:52:00,22:44:00,47.47195157171911,True,Mike,Flyer,9,1480.55,4.89,False,3,7.0,Wellness,False,21.0,13324.949999999999,0.6122448979591837,491.87707641196016
266,Prudence,Female,00:00.0,37,Premium,3,"Mon, Sat, Tue",True,"Zumba, Yoga, Pilates",18:07:00,20:22:00,75.41264412261137,False,,Email,26,1550.14,4.32,False,5,9.7,Muscle Gain,False,48.5,40303.64,1.1547344110854503,309.4091816367266
267,Bertie,Female,00:00.0,36,Standard,5,"Fri, Mon, Sat, Sun, Wed",False,,11:33:00,14:00:00,73.58018018724033,False,,Flyer,2,71.51,3.25,True,16,6.7,Weight Loss,False,107.2,143.02,4.9079754601226995,4.466583385384135
268,Chadwick,Male,00:00.0,22,Standard,4,"Fri, Sun, Thu, Wed",False,,18:08:00,19:36:00,97.36416307962995,True,Mike,Email,9,861.5,12.64,True,18,9.6,Wellness,True,172.79999999999998,7753.5,1.4229249011857708,47.83453636868406
269,Vinny,Male,00:00.0,36,Standard,2,"Thu, Tue",False,,9:59:00,11:53:00,93.57945622895039,False,,Walk-In,9,988.62,15.74,True,17,9.9,Wellness,True,168.3,8897.58,1.0793650793650793,58.119929453262785
270,Abby,Male,00:00.0,39,Standard,3,"Sat, Thu, Tue",True,BodyPump,15:19:00,16:03:00,84.60244614117781,True,Mike,Flyer,40,87.42,11.78,False,11,8.3,Wellness,True,91.30000000000001,3496.8,0.9329940627650553,7.940054495912807
271,Craggy,Male,00:00.0,47,Standard,3,"Mon, Sat, Wed",False,,10:08:00,10:41:00,104.07342559819132,True,Hanna,Referral,17,556.64,3.37,False,17,9.1,Muscle Gain,False,154.7,9462.88,5.029585798816568,32.724279835390945
272,Arley,Male,00:00.0,49,Premium,2,"Fri, Tue",True,Yoga,13:20:00,16:16:00,95.86928068499083,True,Chantal,Email,1,1532.57,16.32,False,16,8.7,Weight Loss,False,139.2,1532.57,0.9797917942437231,95.7257963772642
273,Quincy,Male,00:00.0,27,Standard,2,"Mon, Sun",False,,11:23:00,13:25:00,50.98062320046192,True,Chantal,Email,25,317.36,12.9,False,2,8.5,General Health,True,17.0,7934.0,0.15491866769945778,157.8905472636816
274,Elset,Female,00:00.0,44,Standard,2,"Fri, Sat",True,"Pilates, HIT",19:30:00,21:28:00,47.73570601784192,False,,Flyer,43,1093.85,8.07,False,4,6.5,Muscle Gain,False,26.0,47035.549999999996,0.49504950495049505,272.7805486284289
275,Gunther,Male,00:00.0,13,Standard,2,"Mon, Thu",False,,9:38:00,11:56:00,56.41496014217701,False,,Referral,40,469.64,13.65,False,7,5.3,General Health,True,37.1,18785.6,0.5124450951683748,66.99572039942939
276,Horatio,Male,00:00.0,14,Standard,2,"Sun, Thu",True,LesMiles,11:21:00,12:29:00,51.41610120496053,False,,Referral,42,73.64,5.57,False,2,6.7,Wellness,False,13.4,3092.88,0.35842293906810035,36.636815920398014
277,Trista,Female,00:00.0,25,Standard,2,"Fri, Mon",False,,10:38:00,13:35:00,64.58607292726032,True,Hanna,Walk-In,25,520.34,7.23,False,6,8.3,Wellness,False,49.800000000000004,13008.5,0.8287292817679558,86.57903494176374
278,Leon,Male,00:00.0,32,Premium,2,"Mon, Sat",True,"Yoga, XCore, Spinning",13:19:00,14:13:00,86.47898362814823,True,Mike,Referral,39,1952.95,18.39,True,17,5.5,Muscle Gain,True,93.5,76165.05,0.9239130434782608,114.81187536743091
279,Mathilda,Female,00:00.0,29,Premium,4,"Mon, Sun, Tue, Wed",False,,10:43:00,12:30:00,48.779869076346955,True,Hanna,Referral,35,1613.0,6.16,True,7,5.1,Weight Loss,True,35.699999999999996,56455.0,1.1345218800648298,230.09985734664767
280,Zachariah,Male,00:00.0,41,Premium,2,"Sat, Wed",True,"Pilates, XCore",10:29:00,11:09:00,55.61589348942225,True,Chantal,Referral,3,1921.17,9.66,True,5,5.7,Wellness,False,28.5,5763.51,0.5170630816959669,383.4670658682635
281,Dorey,Male,00:00.0,21,Standard,2,"Sun, Tue",True,"Pilates, HIT, Running",15:40:00,16:47:00,68.0809662005117,True,Chantal,Social Media,37,1001.32,17.86,False,5,8.6,General Health,False,43.0,37048.840000000004,0.27979854504756574,199.86427145708583
282,Daniel,Male,00:00.0,25,Standard,5,"Fri, Mon, Sat, Thu, Wed",True,"Zumba, Kickboxen",12:25:00,13:26:00,85.60125641498446,False,,Walk-In,44,263.99,14.3,False,16,9.9,General Health,False,158.4,11615.560000000001,1.1180992313067784,16.489069331667707
283,Dionis,Female,00:00.0,21,Standard,2,"Sun, Wed",True,"LesMiles, BodyBalance",14:55:00,17:40:00,105.83181789575355,True,Mike,Email,44,1118.52,1.71,False,19,9.9,Muscle Gain,False,188.1,49214.88,11.046511627906977,58.83850604944765
284,Marnie,Female,00:00.0,13,Standard,2,"Sun, Tue",False,,12:52:00,15:32:00,66.54068075430119,False,,Flyer,30,936.04,3.37,True,9,7.5,General Health,False,67.5,28081.199999999997,2.6627218934911245,103.88901220865705
285,Earl,Male,00:00.0,48,Premium,4,"Fri, Mon, Thu, Tue",False,,13:33:00,14:07:00,63.845945489198606,False,,Email,38,1696.5,0.65,False,5,9.3,Weight Loss,True,46.5,64467.0,7.575757575757575,338.622754491018
286,Dimitry,Male,00:00.0,20,Standard,5,"Fri, Sun, Thu, Tue, Wed",False,,20:16:00,21:49:00,64.9944380493339,True,Mike,Walk-In,34,241.26,12.8,False,8,8.7,Wellness,True,69.6,8202.84,0.624512099921936,30.119850187265918
287,Hieronymus,Male,00:00.0,36,Standard,2,"Thu, Wed",True,"BodyPump, Running, LesMiles",19:39:00,22:03:00,68.06252495512712,False,,Flyer,12,1002.07,9.23,True,9,7.5,General Health,False,67.5,12024.84,0.974025974025974,111.2175360710322
288,Piggy,Male,00:00.0,42,Standard,5,"Fri, Mon, Sun, Thu, Wed",False,,17:30:00,20:09:00,62.904027603321495,False,,Walk-In,19,342.59,3.12,False,5,7.9,General Health,True,39.5,6509.209999999999,1.597444089456869,68.3812375249501
289,Gwendolin,Female,00:00.0,20,Standard,3,"Sat, Sun, Wed",True,Zumba,8:53:00,11:29:00,59.749089456178524,True,Mike,Referral,37,683.12,19.18,True,10,5.7,Wellness,False,57.0,25275.44,0.5211047420531526,68.24375624375625
290,Chelsy,Female,00:00.0,26,Premium,2,"Fri, Thu",True,"XCore, LesMiles",15:52:00,18:05:00,67.34605701121771,False,,Flyer,44,1487.85,10.83,False,2,9.7,Muscle Gain,True,19.4,65465.399999999994,0.18450184501845018,740.223880597015
291,Barbi,Female,00:00.0,42,Standard,5,"Mon, Sat, Thu, Tue, Wed",False,,9:49:00,11:31:00,67.25278622520686,False,,Referral,17,978.24,5.22,False,9,6.8,General Health,True,61.199999999999996,16630.08,1.7208413001912048,108.57269700332964
292,Mitchel,Male,00:00.0,17,Standard,1,Sat,False,,16:59:00,18:58:00,76.96339762382172,False,,Email,10,782.98,10.26,True,11,7.2,Muscle Gain,True,79.2,7829.8,1.071080817916261,71.11534968210718
293,Merilee,Female,00:00.0,26,Standard,1,Sun,True,"Yoga, BodyBalance, Running",16:31:00,18:53:00,70.05397243200396,True,Hanna,Email,47,819.23,13.75,True,4,8.4,Muscle Gain,False,33.6,38503.81,0.29069767441860467,204.29675810473816
294,Maitilde,Male,00:00.0,41,Standard,1,Thu,True,"Yoga, Pilates, Running",13:14:00,14:57:00,48.6196168592089,False,,Flyer,12,945.92,1.99,False,2,6.7,General Health,True,13.4,11351.039999999999,1.0,470.60696517412936
295,Abbie,Male,00:00.0,35,Premium,3,"Sat, Tue, Wed",False,,15:28:00,18:08:00,63.428543320848306,False,,Flyer,16,1580.78,5.86,False,6,6.3,Weight Loss,False,37.8,25292.48,1.0221465076660987,263.0249584026622
296,Evie,Female,00:00.0,23,Premium,4,"Fri, Mon, Sat, Thu",False,,10:17:00,12:41:00,87.19284767973191,False,,Walk-In,24,1789.57,16.24,False,14,8.2,Muscle Gain,False,114.79999999999998,42949.68,0.8615384615384616,127.7351891506067
297,Georas,Male,00:00.0,30,Premium,5,"Mon, Sun, Thu, Tue, Wed",False,,17:29:00,19:35:00,51.02763289504492,True,Jeffrey,Walk-In,19,1912.9,9.46,False,1,5.1,General Health,False,5.1,36345.1,0.10559662090813093,1893.9603960396041
298,Nicki,Female,00:00.0,34,Premium,2,"Sat, Tue",False,,19:17:00,20:25:00,104.16150969070755,True,Chantal,Referral,8,1584.46,11.16,False,18,8.6,Muscle Gain,False,154.79999999999998,12675.68,1.611459265890779,87.97667962243197
299,Avis,Female,00:00.0,43,Standard,5,"Sat, Sun, Thu, Tue, Wed",False,,12:31:00,15:09:00,73.50449337894676,True,Mike,Flyer,31,665.04,8.94,False,7,7.6,Wellness,True,53.199999999999996,20616.239999999998,0.782122905027933,94.87018544935806
300,Ives,Male,00:00.0,13,Standard,3,"Mon, Sat, Wed",True,"Spinning, BodyPump, Running",14:53:00,16:05:00,57.32319414789837,False,,Email,21,1391.86,1.36,False,1,8.0,Weight Loss,False,8.0,29229.059999999998,0.7299270072992701,1378.079207920792
301,Amalea,Female,00:00.0,23,Standard,3,"Sat, Sun, Tue",True,"Kickboxen, Spinning, LesMiles",13:06:00,13:58:00,53.69477776148914,True,Chantal,Walk-In,17,903.33,3.73,False,1,8.2,Weight Loss,True,8.2,15356.61,0.26737967914438504,894.3861386138614
302,Sigismondo,Male,00:00.0,45,Standard,3,"Sat, Tue, Wed",True,"BodyPump, Pilates, HIT",12:48:00,13:20:00,47.813168354239025,True,Jeffrey,Walk-In,23,546.61,9.19,False,1,7.6,Wellness,False,7.6,12572.03,0.10869565217391305,541.1980198019802
303,Therese,Female,00:00.0,42,Premium,3,"Mon, Sun, Tue",False,,13:32:00,14:39:00,57.822943046128636,True,Hanna,Email,37,1689.7,4.58,False,4,7.9,Wellness,True,31.6,62518.9,0.8714596949891068,421.3715710723192
304,Godfry,Male,00:00.0,35,Standard,1,Mon,False,,13:53:00,14:28:00,79.03640512611614,False,,Walk-In,16,124.93,1.47,False,4,8.4,Muscle Gain,False,33.6,1998.88,2.7027027027027026,31.15461346633417
305,Alfie,Male,00:00.0,26,Premium,4,"Fri, Mon, Thu, Wed",True,"Spinning, BodyPump",8:48:00,9:20:00,90.96030603827558,False,,Referral,6,1808.44,16.95,False,18,8.8,Wellness,False,158.4,10850.64,1.0613207547169812,100.41310383120488
306,Seumas,Male,00:00.0,20,Standard,2,"Sun, Wed",True,"Running, Spinning, BodyPump",11:47:00,13:48:00,79.70459693577554,True,Chantal,Flyer,8,949.88,19.63,True,11,8.6,Weight Loss,False,94.6,7599.04,0.560081466395112,86.27429609445959
307,Elora,Female,00:00.0,32,Standard,3,"Fri, Sun, Tue",False,,17:30:00,20:09:00,60.23485672532996,True,Chantal,Email,25,1292.54,15.97,False,1,9.3,Wellness,False,9.3,32313.5,0.0625782227784731,1279.7425742574258
308,Jodee,Female,00:00.0,31,Standard,4,"Sun, Thu, Tue, Wed",False,,11:54:00,13:52:00,64.84830589254621,False,,Flyer,18,1335.74,17.15,False,10,5.9,General Health,False,59.0,24043.32,0.5827505827505828,133.44055944055944
309,Virge,Male,00:00.0,29,Premium,3,"Fri, Sun, Wed",False,,15:05:00,17:57:00,67.44079841982457,True,Mike,Walk-In,25,1795.48,5.22,True,9,7.0,General Health,True,63.0,44887.0,1.7208413001912048,199.27635960044395
310,Jeremias,Male,00:00.0,34,Standard,2,"Mon, Sat",True,"BodyPump, Pilates",19:18:00,20:56:00,79.27670743416226,True,Chantal,Walk-In,12,1291.51,19.23,False,4,9.7,Muscle Gain,False,38.8,15498.119999999999,0.20790020790020788,322.072319201995
311,Christabella,Female,00:00.0,44,Standard,1,Mon,False,,17:41:00,19:59:00,55.92946254454595,True,Chantal,Email,15,1247.17,4.34,False,6,7.0,Weight Loss,True,42.0,18707.550000000003,1.3793103448275863,207.51580698835278
312,Taite,Male,00:00.0,22,Standard,5,"Fri, Mon, Sat, Thu, Tue",True,LesMiles,17:41:00,19:25:00,73.02547864546904,False,,Referral,26,179.97,19.05,True,16,5.6,General Health,False,89.6,4679.22,0.8394543546694647,11.241099312929418
313,Freemon,Male,00:00.0,48,Standard,1,Wed,True,"BodyPump, BodyBalance",19:29:00,20:20:00,55.9465666650817,False,,Social Media,41,1060.9,19.9,False,2,7.6,Wellness,False,15.2,43496.9,0.10045203415369161,527.8109452736319
314,Worden,Male,00:00.0,36,Standard,1,Thu,False,,19:20:00,20:36:00,78.81743611250099,False,,Email,45,342.83,14.38,True,18,5.5,General Health,False,99.0,15427.349999999999,1.2508686587908269,19.035535813436976
315,Dante,Male,00:00.0,16,Premium,1,Sat,True,XCore,8:38:00,10:27:00,61.69397698193883,True,Mike,Social Media,26,1488.0,19.63,True,10,6.0,General Health,False,60.0,38688.0,0.5091649694501018,148.65134865134866
316,Eric,Male,00:00.0,14,Standard,3,"Mon, Sun, Wed",False,,20:52:00,21:29:00,106.08300457380552,True,Chantal,Social Media,47,1048.83,11.61,False,17,10.0,Muscle Gain,False,170.0,49295.009999999995,1.4629948364888126,61.659611992945315
317,Willie,Male,00:00.0,36,Premium,3,"Fri, Mon, Thu",False,,11:06:00,13:10:00,72.9442932172139,True,Chantal,Referral,32,1376.44,5.56,False,13,7.7,Wellness,False,100.10000000000001,44046.08,2.3339317773788153,105.79861644888548
318,Curran,Male,00:00.0,40,Standard,2,"Fri, Sat",False,,11:37:00,13:16:00,75.48496915531865,True,Chantal,Social Media,10,131.26,9.02,True,18,6.4,Wellness,True,115.2,1312.6,1.993355481727575,7.288173237090504
319,Dexter,Male,00:00.0,32,Standard,3,"Fri, Mon, Sun",False,,10:38:00,13:28:00,87.47492883944572,False,,Social Media,16,215.34,12.07,False,13,10.0,Wellness,False,130.0,3445.44,1.076158940397351,16.551883166794774
320,Lavinia,Female,00:00.0,12,Premium,5,"Mon, Sun, Thu, Tue, Wed",True,"HIT, LesMiles, Pilates",9:36:00,12:06:00,97.20754131239622,True,Chantal,Referral,7,1446.83,1.93,False,17,9.8,Muscle Gain,False,166.60000000000002,10127.81,8.762886597938145,85.05761316872427
321,Ernesto,Male,00:00.0,26,Standard,3,"Fri, Sun, Tue",False,,14:11:00,16:33:00,60.20062001209817,False,,Social Media,17,190.56,12.64,True,5,7.2,Wellness,False,36.0,3239.52,0.3952569169960474,38.035928143712574
322,Marcus,Male,00:00.0,23,Standard,2,"Sun, Thu",False,,20:18:00,21:26:00,57.42659502200624,True,Chantal,Social Media,23,188.95,19.63,True,11,6.3,Wellness,False,69.3,4345.849999999999,0.560081466395112,17.161671207992732
323,Benjamin,Male,00:00.0,26,Standard,5,"Mon, Sat, Sun, Thu, Wed",True,"Running, Kickboxen, XCore",17:11:00,17:44:00,67.175060804216,True,Chantal,Social Media,26,73.61,4.21,False,7,9.2,General Health,True,64.39999999999999,1913.86,1.6587677725118484,10.50071326676177
324,Belicia,Female,00:00.0,30,Premium,3,"Sun, Thu, Tue",True,Pilates,19:16:00,22:03:00,72.76211543475443,True,Chantal,Email,21,1915.18,15.96,True,10,8.6,General Health,True,86.0,40218.78,0.6261740763932373,191.32667332667333
325,Quinton,Male,00:00.0,29,Premium,3,"Sat, Sun, Wed",False,,10:34:00,12:01:00,79.56682412691168,False,,Email,22,1488.14,18.2,False,17,8.4,Wellness,False,142.8,32739.08,0.9335529928610653,87.4861845972957
326,Corette,Female,00:00.0,47,Standard,3,"Thu, Tue, Wed",False,,18:24:00,19:40:00,86.13663863563413,False,,Email,7,738.84,18.9,False,15,9.5,Weight Loss,True,142.5,5171.88,0.7932310946589106,49.22318454363758
327,Noel,Female,00:00.0,13,Standard,3,"Fri, Mon, Wed",False,,14:01:00,16:47:00,95.52509818976205,False,,Referral,14,628.24,19.22,False,18,8.4,Weight Loss,True,151.20000000000002,8795.36,0.9360374414976599,34.882842865074956
328,Lexine,Female,00:00.0,22,Standard,5,"Mon, Sat, Thu, Tue, Wed",False,,13:52:00,15:35:00,77.24845636558221,False,,Walk-In,15,731.92,10.67,True,19,6.4,Wellness,False,121.60000000000001,10978.8,1.7790262172284645,38.501841136244074
329,Davy,Male,00:00.0,33,Premium,4,"Mon, Sat, Sun, Wed",True,"Running, BodyBalance",9:15:00,10:16:00,56.273133772393244,False,,Social Media,7,1560.57,19.56,False,2,8.5,Weight Loss,False,17.0,10923.99,0.10219724067450178,776.4029850746269
330,Elisabet,Female,00:00.0,27,Standard,2,"Mon, Sat",False,,11:43:00,12:53:00,72.513223346861,False,,Social Media,9,1339.67,15.27,False,4,6.5,Muscle Gain,False,26.0,12057.03,0.2617801047120419,334.08229426433917
331,Jeannette,Male,00:00.0,35,Standard,2,"Fri, Wed",True,"Kickboxen, XCore",16:36:00,17:06:00,55.89069568494616,False,,Referral,8,411.13,3.65,False,3,8.8,General Health,True,26.400000000000002,3289.04,0.819672131147541,136.58803986710964
332,Corey,Female,00:00.0,21,Standard,3,"Fri, Mon, Sat",True,XCore,20:22:00,21:10:00,83.38611675866937,False,,Social Media,23,389.51,9.8,True,7,8.1,Muscle Gain,False,56.699999999999996,8958.73,0.7135575942915392,55.56490727532097
333,Derwin,Male,00:00.0,40,Standard,3,"Mon, Sat, Thu",False,,11:18:00,12:13:00,76.20497359977018,True,Hanna,Email,29,241.87,14.51,True,18,5.4,General Health,True,97.2,7014.2300000000005,1.2396694214876034,13.42976124375347
334,Keelby,Male,00:00.0,15,Standard,3,"Sat, Thu, Wed",False,,17:29:00,18:26:00,70.90956042941458,False,,Walk-In,18,1337.59,5.32,False,10,7.6,Weight Loss,False,76.0,24076.62,1.876172607879925,133.62537462537463
335,Ladonna,Female,00:00.0,23,Premium,3,"Mon, Sat, Thu",False,,13:42:00,15:11:00,67.25741115704692,False,,Flyer,31,1540.53,12.99,False,7,6.7,Weight Loss,True,46.9,47756.43,0.5384615384615384,219.76176890156918
336,Malanie,Female,00:00.0,49,Standard,1,Fri,True,"Running, BodyBalance, Spinning",10:40:00,12:01:00,59.9745103034949,True,Chantal,Social Media,30,566.84,13.5,True,8,6.6,Wellness,False,52.8,17005.2,0.5921539600296077,70.7665418227216
337,Norris,Male,00:00.0,42,Standard,2,"Sun, Thu",False,,18:22:00,21:02:00,67.15512836701743,True,Chantal,Email,39,90.84,3.67,False,6,8.0,Weight Loss,False,48.0,3542.76,1.6304347826086958,15.114808652246257
